Frequency [Hz],Amplitude,X [mm],Y [mm]
143.0304,-5.0081,-4.9487,-4.5144
143.069,-5.4957,-5.4684,-4.7478
143.1077,-5.147,-5.1639,-4.5582
143.1463,-6.0442,-5.1858,-4.7513
143.185,-4.9763,-5.3115,-4.4409
143.2236,-5.2042,-5.034,-4.6341
143.2623,-4.4955,-4.8798,-4.9568
143.3009,-5.0413,-5.0471,-4.7403
143.3396,-4.8873,-5.0369,-4.5757
143.3782,-5.0088,-5.1822,-4.9248
143.4168,-5.1794,-5.0359,-4.6487
143.4555,-4.9394,-4.8745,-4.5007
143.4941,-4.7431,-4.9081,-4.4853
143.5328,-5.0905,-4.8889,-4.774
143.5714,-5.3126,-5.0259,-4.7431
143.6101,-5.3122,-5.0539,-4.5527
143.6487,-5.4248,-5.3669,-4.6467
143.6874,-4.8066,-5.1506,-5.0394
143.726,-5.1602,-5.2862,-4.5818
143.7647,-5.2197,-4.8731,-4.577
143.8033,-4.722,-4.8811,-4.4466
143.842,-5.1051,-5.4496,-4.965
143.8806,-5.3614,-4.7683,-4.9418
143.9192,-5.0245,-4.7114,-4.5979
143.9579,-4.8415,-4.7401,-4.7249
143.9965,-5.1195,-4.6563,-4.9888
144.0352,-5.4312,-4.9311,-5.0694
144.0738,-4.9624,-5.0421,-5.106
144.1125,-5.1793,-4.6299,-4.8853
144.1511,-4.8371,-5.2579,-4.4568
144.1898,-4.9655,-5.0407,-4.8469
144.2284,-5.2486,-5.1154,-5.0651
144.2671,-5.1925,-5.0317,-5.0048
144.3057,-4.8595,-4.6674,-4.9052
144.3444,-5.0307,-4.7041,-4.6792
144.383,-5.2982,-5.0023,-4.9928
144.4217,-5.3323,-5.1491,-4.5104
144.4603,-4.6779,-4.9495,-5.5697
144.4989,-5.1973,-4.994,-4.5199
144.5376,-4.6856,-4.9454,-5.2676
144.5762,-5.2402,-4.8615,-4.5174
144.6149,-5.0053,-4.9082,-4.7962
144.6535,-4.7725,-4.909,-5.1838
144.6922,-5.0669,-5.4595,-5.8677
144.7308,-4.8481,-5.0278,-4.7737
144.7695,-5.1078,-4.95,-4.9659
144.8081,-4.9351,-5.0837,-4.7731
144.8468,-5.3224,-5.3436,-4.6889
144.8854,-4.8367,-5.092,-4.9691
144.9241,-5.142,-5.0966,-4.7676
144.9627,-4.7824,-4.8531,-4.3945
145.0013,-4.6476,-4.9938,-4.6202
145.04,-5.0056,-5.2931,-4.6712
145.0786,-5.2853,-5.1132,-5.0861
145.1173,-4.7997,-4.9489,-4.8373
145.1559,-5.0742,-4.8763,-4.6191
145.1946,-4.9099,-5.3066,-4.4528
145.2332,-5.0856,-5.0268,-4.857
145.2719,-5.449,-4.8736,-4.8147
145.3105,-5.1655,-4.8295,-5.2042
145.3492,-5.3261,-5.2711,-5.0808
145.3878,-5.323,-4.9935,-4.5924
145.4265,-5.1243,-4.8031,-4.5201
145.4651,-4.9333,-5.2661,-4.4908
145.5037,-5.0543,-4.6394,-5.5127
145.5424,-5.119,-5.1538,-4.6508
145.581,-4.8859,-5.368,-4.5698
145.6197,-5.5173,-5.0927,-4.7987
145.6583,-5.1832,-5.0466,-4.7711
145.697,-4.8009,-4.6872,-4.611
145.7356,-5.1063,-5.0621,-5.1005
145.7743,-4.9999,-4.9656,-4.7121
145.8129,-5.0943,-5.1302,-4.5393
145.8516,-4.9173,-4.8946,-4.5126
145.8902,-5.0766,-5.0925,-4.7212
145.9289,-4.8073,-5.0432,-4.4859
145.9675,-5.1259,-5.1707,-5.1544
146.0062,-5.0749,-5.3449,-4.7743
146.0448,-5.1443,-4.9702,-4.4733
146.0834,-4.8336,-5.2889,-4.6342
146.1221,-4.9823,-4.9564,-4.5823
146.1607,-5.0201,-5.2482,-4.9735
146.1994,-5.1748,-5.2542,-4.8306
146.238,-5.0079,-5.1686,-4.8406
146.2767,-4.9116,-5.1758,-4.7787
146.3153,-5.3163,-5.5694,-4.5187
146.354,-5.1123,-5.344,-4.6421
146.3926,-4.7575,-5.4962,-4.5149
146.4313,-5.2445,-4.9807,-4.6472
146.4699,-4.7816,-4.7807,-4.7765
146.5086,-5.0226,-6.223,-4.4488
146.5472,-4.933,-4.8997,-4.7661
146.5858,-5.438,-5.2297,-4.8751
146.6245,-5.3536,-4.7136,-4.905
146.6631,-5.467,-5.0296,-4.7776
146.7018,-5.1878,-5.1375,-4.5772
146.7404,-5.0068,-4.8791,-5.4235
146.7791,-5.2652,-4.8457,-5.203
146.8177,-4.9703,-6.1825,-4.6519
146.8564,-4.9718,-4.7996,-4.5131
146.895,-5.0175,-5.9484,-4.731
146.9337,-5.3225,-5.1294,-5.0945
146.9723,-4.8936,-5.2797,-4.7508
147.011,-5.2867,-4.9806,-4.9665
147.0496,-4.9592,-5.2276,-4.4376
147.0883,-5.1061,-5.1922,-4.7859
147.1269,-4.768,-4.9147,-4.5835
147.1655,-4.9682,-5.1246,-4.8013
147.2042,-5.0712,-4.7389,-4.5409
147.2428,-4.7535,-5.0045,-4.8905
147.2815,-4.837,-5.0727,-4.9679
147.3201,-4.8359,-5.1436,-4.9544
147.3588,-4.8425,-4.8257,-5.1682
147.3974,-4.9134,-4.9005,-4.4444
147.4361,-4.6929,-4.8079,-4.9249
147.4747,-4.9805,-6.0099,-4.8562
147.5134,-4.623,-5.3181,-4.7641
147.552,-4.998,-5.0295,-4.2433
147.5907,-4.9167,-5.0892,-4.6531
147.6293,-4.6966,-4.9879,-4.5359
147.6679,-5.061,-5.0176,-4.4255
147.7066,-4.8501,-5.0234,-4.9931
147.7452,-5.0055,-5.3238,-4.5761
147.7839,-4.9156,-4.8393,-4.6285
147.8225,-5.0542,-5.2554,-4.6035
147.8612,-4.9608,-4.8017,-4.7023
147.8998,-4.8252,-5.0943,-4.8779
147.9385,-4.7566,-5.3445,-5.3742
147.9771,-5.0725,-5.1578,-4.5871
148.0158,-5.0975,-5.1238,-4.5199
148.0544,-4.9879,-4.9696,-5.0171
148.0931,-4.9968,-4.8313,-5.1528
148.1317,-4.9691,-5.0533,-4.6507
148.1704,-4.6684,-5.0181,-5.0272
148.209,-4.7859,-4.821,-4.553
148.2476,-5.1811,-5.549,-5.3505
148.2863,-4.6782,-4.9433,-5.2165
148.3249,-5.208,-4.8108,-4.2391
148.3636,-4.9709,-4.9989,-4.5238
148.4022,-4.7056,-4.9842,-5.1272
148.4409,-4.9224,-5.1221,-4.981
148.4795,-4.9158,-5.6838,-4.7075
148.5182,-5.3618,-5.1606,-4.6865
148.5568,-5.0371,-5.4614,-5.657
148.5955,-5.0985,-5.1248,-4.9082
148.6341,-5.1023,-5.1985,-5.0598
148.6728,-5.3237,-4.9447,-4.7281
148.7114,-4.9623,-6.3652,-4.7867
148.75,-5.9828,-4.8271,-4.6657
148.7887,-5.4119,-5.4892,-4.8299
148.8273,-4.9097,-4.9253,-4.5787
148.866,-5.447,-5.0263,-4.7002
148.9046,-4.9041,-4.8571,-4.4067
148.9433,-5.1728,-4.9863,-4.5722
148.9819,-5.2332,-5.1356,-4.9426
149.0206,-5.1303,-5.0038,-4.4281
149.0592,-5.012,-4.9708,-5.1071
149.0979,-5.1391,-4.889,-4.8939
149.1365,-4.9706,-5.2329,-5.1296
149.1752,-5.0281,-5.4106,-4.5134
149.2138,-4.8735,-4.8741,-4.6685
149.2525,-5.0321,-5.469,-5.2079
149.2911,-5.4209,-4.9185,-4.8744
149.3297,-4.8632,-5.0208,-4.7657
149.3684,-6.3318,-4.9333,-4.6828
149.407,-5.1353,-5.33,-4.7903
149.4457,-4.8958,-5.0433,-4.7861
149.4843,-5.0174,-5.1589,-4.7483
149.523,-4.5785,-4.7438,-4.7125
149.5616,-4.7397,-5.4019,-4.3961
149.6003,-4.8485,-4.6532,-4.5639
149.6389,-5.3777,-5.2318,-4.7078
149.6776,-4.7932,-5.4334,-4.4222
149.7162,-4.7477,-4.81,-4.548
149.7549,-4.9736,-5.3374,-4.2729
149.7935,-4.9698,-5.1007,-4.6967
149.8321,-4.9109,-5.0697,-5.0089
149.8708,-5.1003,-5.3165,-4.753
149.9094,-4.736,-4.572,-4.2013
149.9481,-4.4625,-4.1731,-3.8086
149.9867,-4.8309,-4.6814,-4.4499
150.0254,-4.9142,-4.7958,-5.2448
150.064,-4.6601,-5.0276,-4.9948
150.1027,-5.0053,-4.8964,-4.5782
150.1413,-5.165,-4.7517,-5.2119
150.18,-4.9812,-4.9084,-4.5376
150.2186,-5.1854,-4.9196,-4.5789
150.2573,-4.6867,-4.9997,-4.9733
150.2959,-4.9771,-5.247,-4.8346
150.3346,-4.8463,-5.0572,-4.5765
150.3732,-4.7951,-5.2686,-4.6523
150.4118,-4.9108,-5.1022,-5.1517
150.4505,-4.5831,-4.9607,-4.7768
150.4891,-5.3216,-5.0099,-4.8254
150.5278,-5.2946,-5.4282,-5.5918
150.5664,-4.899,-5.1412,-5.169
150.6051,-4.8746,-4.8389,-4.8227
150.6437,-4.683,-5.0364,-4.8418
150.6824,-5.0141,-5.4103,-5.5934
150.721,-4.9234,-5.0309,-4.7865
150.7597,-4.7724,-5.1051,-5.079
150.7983,-5.0177,-5.2382,-4.8232
150.837,-5.1784,-5.034,-5.1965
150.8756,-4.7282,-5.054,-4.463
150.9142,-5.2197,-4.8635,-4.8989
150.9529,-4.6777,-4.9837,-4.7346
150.9915,-5.2997,-4.9602,-4.8946
151.0302,-5.0477,-5.1405,-4.7498
151.0688,-4.7716,-4.8267,-5.325
151.1075,-4.9429,-5.2272,-4.9111
151.1461,-5.1909,-5.146,-4.4935
151.1848,-4.7442,-5.2803,-5.2298
151.2234,-4.8759,-4.7738,-4.4743
151.2621,-5.2322,-4.6568,-5.3078
151.3007,-4.6761,-5.0514,-5.0683
151.3394,-5.5365,-5.0787,-4.9335
151.378,-5.1807,-4.8555,-5.105
151.4167,-4.9339,-4.8512,-4.6173
151.4553,-5.1302,-5.8594,-5.0144
151.4939,-4.8803,-5.1157,-4.9945
151.5326,-4.9985,-4.8081,-5.0538
151.5712,-4.6317,-4.7741,-5.1596
151.6099,-4.6489,-5.0407,-5.3223
151.6485,-4.7254,-5.006,-4.8507
151.6872,-4.6755,-5.5214,-4.6691
151.7258,-4.7517,-4.7795,-5.1632
151.7645,-5.0797,-4.9988,-4.7584
151.8031,-4.8115,-4.8025,-5.2284
151.8418,-5.6784,-5.1851,-4.7423
151.8804,-4.9803,-5.0492,-4.6716
151.9191,-4.9466,-5.2684,-4.6748
151.9577,-4.7063,-5.7758,-4.9902
151.9963,-5.2826,-5.0081,-4.6079
152.035,-5.1002,-5.547,-5.2177
152.0736,-4.8524,-4.8124,-4.575
152.1123,-4.8861,-5.4285,-5.2163
152.1509,-4.6953,-5.3794,-5.0798
152.1896,-5.6212,-5.3672,-4.305
152.2282,-4.8563,-5.492,-4.4794
152.2669,-4.8588,-5.2988,-4.7062
152.3055,-5.6396,-4.8915,-4.6353
152.3442,-5.0468,-4.9972,-4.4247
152.3828,-5.5516,-5.0087,-5.1179
152.4215,-4.927,-4.8888,-4.9549
152.4601,-4.931,-4.799,-4.6866
152.4988,-4.7271,-5.0166,-4.5133
152.5374,-5.0057,-4.8981,-4.8786
152.576,-4.7222,-4.9071,-4.7815
152.6147,-4.8604,-4.8201,-4.5925
152.6533,-5.1967,-4.9613,-4.8036
152.692,-4.8299,-4.8486,-4.3424
152.7306,-5.5582,-4.8907,-4.7523
152.7693,-4.9682,-5.0946,-4.4261
152.8079,-4.7338,-5.2988,-4.8189
152.8466,-5.1434,-4.7936,-4.3549
152.8852,-5.6399,-4.7217,-4.7814
152.9239,-5.0585,-5.0183,-5.068
152.9625,-4.5336,-5.1069,-4.6258
153.0012,-4.7449,-5.166,-4.922
153.0398,-5.5145,-5.028,-5.1159
153.0784,-4.8714,-5.0779,-4.7512
153.1171,-5.0825,-5.095,-4.4097
153.1557,-4.8072,-4.6372,-5.0529
153.1944,-5.4055,-5.3213,-4.5376
153.233,-4.7975,-4.691,-5.6926
153.2717,-5.3295,-5.5809,-4.4663
153.3103,-4.6917,-5.0801,-4.7878
153.349,-4.9122,-5.2118,-4.4611
153.3876,-4.7038,-4.9857,-4.7948
153.4263,-5.1652,-4.8945,-4.4875
153.4649,-5.4354,-5.1589,-4.8171
153.5036,-5.7354,-5.5704,-4.486
153.5422,-5.5041,-5.0004,-4.8276
153.5809,-5.2563,-5.7314,-4.7449
153.6195,-4.7338,-4.7979,-4.4219
153.6581,-5.7452,-4.8614,-4.8732
153.6968,-4.9181,-5.0773,-4.4969
153.7354,-4.8045,-5.2295,-4.7409
153.7741,-5.216,-4.9522,-5.0105
153.8127,-4.937,-5.5692,-4.5005
153.8514,-4.8415,-4.7277,-4.6275
153.89,-5.7369,-6.566,-4.4731
153.9287,-4.8066,-5.414,-4.7206
153.9673,-5.1376,-5.7945,-4.3364
154.006,-5.0439,-5.1511,-4.715
154.0446,-4.8633,-4.9445,-4.659
154.0833,-4.8316,-5.4958,-4.9567
154.1219,-4.9284,-5.0133,-5.315
154.1605,-4.7631,-5.601,-4.7076
154.1992,-4.7909,-5.0909,-5.0397
154.2378,-4.8351,-5.1132,-4.6479
154.2765,-5.0418,-4.9412,-5.0113
154.3151,-5.3025,-5.1767,-4.9817
154.3538,-4.9177,-4.7998,-4.7512
154.3924,-5.0414,-5.114,-5.2134
154.4311,-5.0302,-4.843,-4.4381
154.4697,-4.827,-5.231,-4.7932
154.5084,-5.0569,-4.8581,-5.3442
154.547,-5.1633,-4.9478,-4.6571
154.5857,-5.042,-5.5098,-5.6931
154.6243,-4.71,-5.5499,-4.4915
154.663,-5.2961,-5.0839,-4.6143
154.7016,-4.9254,-5.5414,-5.0043
154.7402,-5.8182,-4.9905,-4.7032
154.7789,-5.3911,-4.9843,-4.6976
154.8175,-5.6699,-5.0526,-4.9684
154.8562,-5.0099,-5.2806,-4.9356
154.8948,-5.1018,-4.9656,-4.4983
154.9335,-4.922,-5.6323,-4.6025
154.9721,-4.9061,-5.3454,-4.8045
155.0108,-4.9041,-5.0082,-4.6052
155.0494,-4.7546,-4.9611,-4.8239
155.0881,-5.0469,-5.2005,-4.7338
155.1267,-4.8003,-4.9052,-4.8248
155.1654,-5.2196,-4.9175,-5.0804
155.204,-5.2458,-5.0617,-4.9343
155.2426,-5.3308,-4.7621,-4.749
155.2813,-5.091,-5.5282,-5.0453
155.3199,-5.3847,-5.3389,-4.6387
155.3586,-4.9096,-5.1721,-5.0145
155.3972,-4.7571,-4.9383,-4.4554
155.4359,-4.9587,-5.0696,-4.3657
155.4745,-4.6479,-5.1387,-4.7263
155.5132,-4.9814,-5.0953,-5.2442
155.5518,-4.6682,-5.5694,-4.6817
155.5905,-5.4516,-5.2232,-4.7285
155.6291,-5.1989,-5.1945,-4.4765
155.6678,-4.9641,-5.1894,-4.9298
155.7064,-5.2794,-5.0682,-4.8813
155.745,-5.3115,-5.3152,-4.6876
155.7837,-4.7183,-5.262,-4.546
155.8223,-4.7073,-4.9463,-4.7372
155.861,-4.9302,-5.0552,-4.644
155.8996,-4.6026,-5.5305,-4.9041
155.9383,-4.9312,-5.4521,-5.1829
155.9769,-5.4364,-5.1457,-4.8939
156.0156,-4.8574,-5.0483,-5.2752
156.0542,-5.5636,-5.4427,-4.8152
156.0929,-5.0087,-4.7028,-4.6454
156.1315,-4.7897,-5.0306,-4.8019
156.1702,-5.0242,-5.2662,-4.6935
156.2088,-4.9385,-5.0405,-4.8107
156.2475,-5.0101,-5.1996,-4.7833
156.2861,-4.7388,-4.9783,-4.8929
156.3247,-4.7882,-5.086,-4.8414
156.3634,-5.0499,-5.0822,-4.6246
156.402,-5.2961,-5.0134,-4.4776
156.4407,-4.932,-4.7417,-4.9222
156.4793,-5.6912,-4.8287,-5.2689
156.518,-5.0432,-5.0806,-5.0878
156.5566,-4.9942,-5.3154,-4.5298
156.5953,-4.9531,-4.8218,-4.5489
156.6339,-5.4113,-5.3186,-5.0395
156.6726,-5.1823,-4.8337,-4.5272
156.7112,-4.9253,-4.7811,-5.476
156.7499,-5.2232,-5.8058,-4.4201
156.7885,-4.6502,-5.2299,-4.4231
156.8271,-5.011,-5.0544,-5.1922
156.8658,-4.6779,-5.0897,-4.6351
156.9044,-4.741,-5.3302,-4.5418
156.9431,-4.8186,-5.4972,-4.6605
156.9817,-5.1617,-5.136,-5.2193
157.0204,-5.2876,-5.0436,-5.1516
157.059,-5.0737,-4.9899,-5.0437
157.0977,-4.8257,-5.1206,-4.9637
157.1363,-4.8313,-5.1254,-4.532
157.175,-5.3728,-5.4961,-4.7402
157.2136,-4.9605,-5.2906,-4.5031
157.2523,-4.9983,-5.8775,-5.5092
157.2909,-4.791,-4.9842,-5.1735
157.3296,-5.0228,-5.5888,-4.8466
157.3682,-4.8873,-4.817,-5.3675
157.4068,-4.7275,-5.4639,-4.5779
157.4455,-4.9297,-4.8758,-4.5525
157.4841,-5.4378,-5.3602,-4.5366
157.5228,-4.6935,-4.8402,-4.8932
157.5614,-5.3587,-5.257,-4.8964
157.6001,-5.0193,-4.9305,-5.0651
157.6387,-5.4637,-4.8929,-5.1702
157.6774,-5.305,-5.2461,-4.5629
157.716,-4.671,-5.2886,-4.724
157.7547,-5.8753,-5.0597,-5.3107
157.7933,-5.1605,-5.1725,-4.7772
157.832,-6.2359,-5.2916,-4.6856
157.8706,-5.6819,-5.2122,-4.7304
157.9092,-5.0542,-5.7287,-4.3798
157.9479,-5.0265,-4.8648,-4.6662
157.9865,-4.8799,-4.9861,-4.5746
158.0252,-4.6663,-5.1013,-4.7605
158.0638,-4.973,-5.7634,-4.8211
158.1025,-4.7844,-5.0933,-4.8626
158.1411,-4.8898,-4.943,-4.6186
158.1798,-5.1137,-4.8866,-4.4253
158.2184,-4.6854,-5.0877,-4.6523
158.2571,-4.8161,-5.1455,-4.5065
158.2957,-5.0715,-4.9034,-4.907
158.3344,-4.8641,-5.2746,-4.6906
158.373,-5.0853,-5.2543,-4.5863
158.4117,-5.3669,-5.2827,-4.7289
158.4503,-4.8652,-4.9916,-4.9932
158.4889,-5.0836,-5.3579,-4.6355
158.5276,-5.1096,-4.9484,-4.6299
158.5662,-4.8593,-5.3224,-4.899
158.6049,-5.2642,-5.1166,-4.7824
158.6435,-5.2335,-4.9785,-4.8489
158.6822,-5.4437,-5.1425,-4.7442
158.7208,-4.9552,-5.072,-4.707
158.7595,-5.0846,-5.0045,-4.8939
158.7981,-5.0528,-5.1866,-4.7824
158.8368,-5.0323,-5.2592,-4.5911
158.8754,-5.0429,-5.1635,-4.6947
158.9141,-4.9412,-5.003,-4.6327
158.9527,-5.1977,-4.8712,-5.0772
158.9913,-5.1869,-4.9128,-5.0842
159.03,-4.961,-5.3208,-4.686
159.0686,-5.1517,-5.5859,-4.8934
159.1073,-4.8832,-4.9873,-5.6474
159.1459,-5.062,-5.2997,-4.6393
159.1846,-4.9354,-4.9291,-4.8966
159.2232,-5.5627,-4.8465,-4.7606
159.2619,-5.1917,-5.0911,-4.7024
159.3005,-5.1745,-5.1051,-4.837
159.3392,-4.8664,-4.9276,-4.6012
159.3778,-4.9169,-5.2796,-4.6679
159.4165,-4.8221,-5.758,-4.6913
159.4551,-5.0619,-5.1967,-4.4742
159.4938,-4.9887,-5.3335,-4.4498
159.5324,-4.7098,-4.9792,-5.4845
159.571,-5.1577,-4.957,-4.8224
159.6097,-5.0354,-5.2725,-4.6292
159.6483,-4.8845,-5.051,-5.1612
159.687,-4.8827,-5.1481,-4.6582
159.7256,-5.0176,-4.9471,-4.6331
159.7643,-4.7105,-4.8458,-4.8571
159.8029,-5.0766,-5.3379,-4.9833
159.8416,-5.0648,-5.1652,-4.9455
159.8802,-5.065,-4.993,-4.3986
159.9189,-5.604,-5.2895,-5.2334
159.9575,-4.981,-4.8006,-4.7181
159.9962,-4.9141,-5.245,-4.6784
160.0348,-5.4191,-5.5226,-4.6766
160.0734,-5.1236,-5.4475,-4.9257
160.1121,-5.1531,-5.1364,-4.5378
160.1507,-4.7088,-5.0163,-4.7601
160.1894,-4.9689,-5.3069,-4.6163
160.228,-5.1372,-5.1784,-4.3591
160.2667,-4.7074,-5.0124,-4.8223
160.3053,-5.4778,-4.7807,-4.8389
160.344,-4.8957,-5.0374,-4.7756
160.3826,-5.0019,-5.5256,-4.9324
160.4213,-5.058,-5.3291,-4.8346
160.4599,-4.8702,-5.2299,-4.495
160.4986,-4.9605,-5.4701,-4.9628
160.5372,-5.529,-5.2313,-4.7632
160.5759,-4.6369,-4.8042,-4.7335
160.6145,-4.9021,-4.8988,-4.671
160.6531,-4.8628,-4.9791,-4.8645
160.6918,-4.9311,-5.5147,-4.5816
160.7304,-5.0762,-5.3564,-4.5566
160.7691,-4.7183,-4.8266,-4.6084
160.8077,-4.6896,-4.8202,-4.9044
160.8464,-5.0728,-5.2231,-4.4837
160.885,-5.1428,-5.1283,-4.7742
160.9237,-5.0828,-5.0243,-5.2256
160.9623,-4.892,-4.7495,-4.6149
161.001,-5.4717,-5.5604,-4.515
161.0396,-5.0565,-5.0627,-4.7894
161.0783,-5.0912,-4.8632,-4.7675
161.1169,-5.4564,-4.8205,-5.0282
161.1555,-4.8717,-5.0227,-4.6159
161.1942,-4.8086,-5.0015,-4.6281
161.2328,-5.3727,-5.0967,-4.9164
161.2715,-5.2904,-5.1633,-4.8094
161.3101,-5.3821,-5.1518,-4.941
161.3488,-5.169,-5.4677,-5.0264
161.3874,-4.9189,-5.7229,-4.8281
161.4261,-4.8656,-5.3654,-4.8389
161.4647,-5.6684,-5.3115,-4.3171
161.5034,-4.8818,-4.9109,-5.0657
161.542,-4.7915,-5.2015,-4.9386
161.5807,-4.8803,-5.2007,-5.0245
161.6193,-5.0339,-4.9365,-5.0292
161.658,-5.0086,-5.3426,-4.7544
161.6966,-4.7373,-5.2809,-4.7217
161.7352,-5.0796,-5.463,-4.5514
161.7739,-5.0335,-5.2261,-4.6594
161.8125,-5.0602,-5.354,-5.2107
161.8512,-4.7996,-4.9649,-5.0536
161.8898,-5.0069,-4.7729,-4.7225
161.9285,-4.9893,-5.01,-4.7974
161.9671,-5.3679,-5.4288,-4.6144
162.0058,-5.0087,-5.0991,-4.9127
162.0444,-5.4795,-5.1723,-4.986
162.0831,-5.0455,-5.3891,-4.8128
162.1217,-4.8511,-5.5452,-4.7123
162.1604,-4.9482,-5.1999,-5.4818
162.199,-4.9199,-5.0831,-4.7314
162.2376,-4.9686,-4.9752,-4.7223
162.2763,-4.8362,-5.1566,-4.7918
162.3149,-4.8376,-4.9651,-5.0463
162.3536,-5.1143,-5.2311,-5.3418
162.3922,-4.9528,-5.1033,-4.7685
162.4309,-4.6607,-5.2734,-4.5461
162.4695,-5.257,-4.934,-5.2544
162.5082,-4.7056,-4.9772,-4.9844
162.5468,-5.2718,-5.0358,-4.4412
162.5855,-4.8539,-5.1795,-4.6918
162.6241,-4.9906,-5.0864,-4.5626
162.6628,-5.0126,-5.0233,-4.6403
162.7014,-5.0253,-5.0248,-4.8687
162.7401,-5.0635,-5.2984,-4.9242
162.7787,-4.7756,-5.262,-4.4631
162.8173,-4.8209,-5.2172,-4.5501
162.856,-5.1139,-5.0271,-4.875
162.8946,-5.038,-5.2163,-4.7522
162.9333,-4.9681,-5.0942,-4.9824
162.9719,-5.1802,-5.2751,-4.2765
163.0106,-5.1186,-5.2757,-4.792
163.0492,-4.8938,-5.5672,-4.7292
163.0879,-5.1433,-5.6333,-5.037
163.1265,-5.478,-4.7133,-5.1569
163.1652,-4.8317,-4.599,-4.7546
163.2038,-4.9583,-5.1394,-5.0205
163.2425,-5.0126,-5.7264,-5.3921
163.2811,-4.8052,-4.9711,-4.991
163.3197,-5.0129,-4.9738,-4.9527
163.3584,-4.8526,-4.9803,-5.5057
163.397,-5.2859,-5.3972,-5.8006
163.4357,-5.4261,-5.1415,-5.1526
163.4743,-5.1864,-5.4471,-5.309
163.513,-5.0693,-4.8943,-4.9137
163.5516,-4.8207,-5.1385,-5.1022
163.5903,-5.0881,-4.7778,-4.9881
163.6289,-4.8759,-5.152,-4.552
163.6676,-5.202,-5.34,-4.9732
163.7062,-5.1024,-4.9077,-4.6866
163.7449,-5.0213,-5.2875,-5.1376
163.7835,-4.9298,-5.7077,-4.6264
163.8222,-5.2198,-5.0315,-4.6398
163.8608,-5.1737,-5.187,-4.923
163.8994,-4.7364,-5.3698,-4.8132
163.9381,-4.7474,-5.2523,-4.7795
163.9767,-5.2443,-5.4314,-5.1132
164.0154,-5.1835,-5.1525,-5.0105
164.054,-4.7754,-5.1092,-4.6325
164.0927,-5.0367,-6.328,-4.9044
164.1313,-4.8533,-4.7726,-4.66
164.17,-5.0576,-5.2542,-5.1527
164.2086,-5.4275,-4.9896,-4.9049
164.2473,-4.8543,-5.0783,-5.0075
164.2859,-5.6841,-5.6331,-4.7967
164.3246,-5.0244,-5.4044,-4.8106
164.3632,-4.9884,-5.0367,-4.8224
164.4018,-4.9012,-5.5032,-4.784
164.4405,-5.2245,-5.0567,-4.9135
164.4791,-4.7886,-4.9879,-4.5038
164.5178,-4.9108,-5.4006,-4.7065
164.5564,-5.0277,-5.1265,-5.4026
164.5951,-4.7869,-5.3688,-4.7086
164.6337,-5.0294,-5.2128,-4.6935
164.6724,-4.9997,-5.1494,-4.4777
164.711,-4.8781,-4.9229,-4.7795
164.7497,-4.8276,-5.2053,-4.7428
164.7883,-4.7286,-5.5034,-4.7408
164.827,-5.2091,-5.418,-4.5575
164.8656,-5.2065,-5.3103,-5.0142
164.9042,-4.7818,-4.9702,-4.7479
164.9429,-4.893,-4.9975,-4.3701
164.9815,-4.842,-5.2258,-4.7168
165.0202,-4.8863,-5.1388,-5.3062
165.0588,-5.3194,-5.1099,-4.8183
165.0975,-4.9237,-5.353,-4.8767
165.1361,-5.176,-5.2729,-4.9191
165.1748,-5.1457,-5.4885,-5.3448
165.2134,-5.0254,-5.1238,-4.4909
165.2521,-4.9207,-5.0112,-4.7845
165.2907,-5.0715,-5.3399,-4.666
165.3294,-5.5628,-4.9355,-5.0534
165.368,-5.1832,-4.8076,-5.0038
165.4067,-4.8855,-5.1229,-4.5952
165.4453,-5.0015,-5.0531,-4.7525
165.4839,-4.8819,-4.9345,-4.7713
165.5226,-4.9893,-5.1142,-5.2079
165.5612,-4.9659,-4.9818,-4.8151
165.5999,-4.9693,-5.3655,-4.92
165.6385,-4.9914,-4.8408,-4.654
165.6772,-4.8103,-5.1404,-4.6778
165.7158,-5.1001,-5.04,-4.6834
165.7545,-5.0165,-5.2977,-4.9411
165.7931,-4.9119,-5.1355,-4.7187
165.8318,-5.1625,-4.9364,-4.5556
165.8704,-5.0417,-5.0092,-4.9483
165.9091,-5.2526,-5.1226,-4.6841
165.9477,-4.8399,-5.2424,-4.8095
165.9863,-5.3094,-5.1137,-4.4121
166.025,-5.251,-5.3833,-4.6196
166.0636,-5.2852,-5.6691,-4.6035
166.1023,-4.8641,-5.2986,-4.6945
166.1409,-4.7677,-4.9825,-5.7103
166.1796,-5.2873,-6.8514,-4.8202
166.2182,-5.2346,-5.1252,-4.5165
166.2569,-4.8123,-5.1141,-5.1475
166.2955,-5.0817,-4.9253,-4.5315
166.3342,-5.2966,-5.1737,-5.2508
166.3728,-4.9791,-5.4102,-4.784
166.4115,-4.684,-5.4249,-4.7094
166.4501,-4.9397,-5.3704,-4.5216
166.4888,-5.0791,-5.2459,-4.6432
166.5274,-4.9261,-5.549,-5.0078
166.566,-4.928,-5.917,-4.7335
166.6047,-4.9946,-5.2684,-4.9926
166.6433,-5.1723,-4.9067,-4.993
166.682,-4.7254,-5.3713,-5.2481
166.7206,-4.8887,-5.2851,-4.5747
166.7593,-4.9808,-5.1257,-4.6126
166.7979,-4.7228,-5.7655,-4.7498
166.8366,-5.2455,-5.1346,-4.8764
